"productID","category","product_name","product_description","Unit_price","Manufacturer","weight","size","supplier_sku","customer_rating","sales_rank"
"4e2a101e-a286-49c2-94b1-6195f2bafaef","Handcrafted","Tasty Concrete Bacon","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","946.00","Bogisich, Rutherford and Gusikowski","1198.13","573.26","80f66bea-f6ba-478a-bad8-d5d352d25f6d","1.90","8.92"
"8eb400b4-6396-4677-969b-bb48971f4c88","Small","Modern Concrete Soap","The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients","808.00","Carter Inc","74.86","842.21","08d00cfd-4451-426b-b0f1-742915752f62","4.57","4.83"
"117b14f7-5962-457b-b0da-aa093bba8411","Awesome","Electronic Soft Chair","Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support","655.00","Franecki - Abernathy","2316.53","126.02","5485c64c-7c42-4046-84e7-0510813b742f","3.09","7.26"
"c5a5c85d-3e41-4e0d-af0d-d17e464a3e9f","Electronic","Rustic Bronze Pants","The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J","559.00","Schultz - Kreiger","52.35","574.75","3d182e29-dc21-46b9-a8c4-eba6edfea64b","2.85","3.21"
"e7fb43de-37f1-4b62-8369-4061ba69cd17","Oriental","Handmade Wooden Mouse","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","564.00","Koch - Trantow","2007.91","20.24","aa673b29-9a3e-4389-bbe0-ebf58036c782","2.45","2.37"
"47310854-0b88-4b89-b276-82105b70853f","Modern","Tasty Steel Ball","New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart","715.00","Oberbrunner, Greenholt and Goldner","1628.78","577.41","5813eaa1-1023-4d6a-af24-c474e3d9d301","1.84","3.19"
"ffbaaffc-c403-499b-ab5e-e45141341a90","Luxurious","Ergonomic Soft Hat","Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","786.00","Schultz - Murray","2189.47","740.08","b5f0aa12-3fc7-4b18-bfc5-e6968ea0368d","4.77","3.34"
"f6eed39a-68de-462d-8035-d0d6247fd31a","Oriental","Recycled Cotton Towels","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","374.00","Zieme - Mann","1321.62","176.29","02ca3e6f-219e-4f51-9164-b1824715edda","2.17","5.32"
"f93bbe09-9beb-4c00-a520-7828c1939387","Luxurious","Awesome Wooden Towels","Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support","532.00","Hoppe, Block and Adams","1226.86","82.02","6f5e828d-7dfa-4bb7-920a-fd83e6cd5637","2.24","3.75"
"a24abc3c-2bc3-4013-9a4a-c4b518a1098f","Bespoke","Licensed Bronze Shirt","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","963.00","Leffler LLC","989.31","677.48","45fd4689-c72c-4e78-b0a6-99dea29a73f2","2.08","1.01"
"90e73dcd-7897-42e5-bad8-1a8d76cb29e9","Luxurious","Oriental Steel Shirt","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","355.00","Turcotte - Ullrich","2123.57","238.25","bf9900ff-6c45-43fb-9ba2-42d30fceb228","4.78","4.15"
"9b3297ab-9e26-48d2-bd27-209461897b62","Licensed","Rustic Rubber Mouse","The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive","924.00","Greenholt Inc","1381.47","542.23","365a1aa2-6d51-40e6-8c43-9cd008c0b87b","2.79","6.22"
"9f56615f-91f9-4108-a4cf-b38518f20a9e","Unbranded","Ergonomic Rubber Soap","Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","717.00","Kerluke Inc","839.51","40.50","5ef3c20d-f9cb-4f7e-8e3e-0f7c4c850259","2.09","2.70"
"1e63a9ec-5ced-45a7-aa80-3b22cef35f1d","Tasty","Recycled Soft Car","New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart","489.00","Witting - Fritsch","926.50","647.91","4f0639c2-bc03-4832-8979-71002b00c074","2.77","8.04"
"9f77274d-54c9-4bd8-9428-f5a24168ae1b","Refined","Bespoke Metal Cheese","Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","987.00","Kihn Group","1588.63","323.92","25782a63-8379-4490-b3b5-32bdff49621d","4.48","7.79"
"1be304fb-5d3d-4344-9755-ea18bbe9fe6a","Sleek","Handcrafted Steel Chicken","The Football Is Good For Training And Recreational Purposes","880.00","Prosacco, Botsford and D'Amore","1824.49","645.89","86674443-dcec-40bc-a210-d104fc36f9ce","1.77","9.32"
"fb433d92-4362-41cd-b2d3-fa51efa94dca","Modern","Ergonomic Concrete Shirt","The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients","601.00","Howe, Legros and Feeney","2222.69","824.76","7953a3bf-093f-40c8-aade-62677f205a49","1.99","5.60"
"247183ca-7bfd-472b-872d-47d9256d9e3c","Oriental","Elegant Plastic Table","The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive","101.00","Cormier - Terry","918.34","474.86","0a735de1-29df-4618-8730-e1f5eaa50ff0","4.79","8.39"
"a743baa3-6881-48ea-b03c-15ee5584c5a8","Electronic","Electronic Bronze Towels","The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality","124.00","Steuber Inc","944.40","561.62","2dc90020-2549-4cd9-9868-030fa2a8fa57","1.30","4.66"
"41418e9b-2518-4974-97a5-82be79ef6adb","Tasty","Awesome Wooden Salad","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","975.00","Thompson - Heaney","2204.33","667.11","06405da9-39ac-4031-8502-dc697ec77562","1.98","8.18"
"bf815778-b7d6-48b3-b89d-82343faff664","Generic","Elegant Metal Ball","The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients","175.00","Rolfson, Reilly and Kreiger","228.37","859.21","fc0e4b16-591c-41c1-8fae-708c05f6c01d","1.30","2.34"
"3a1a43c6-0db7-4d1e-8dcf-378192ffaa54","Handmade","Electronic Soft Computer","Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support","184.00","Farrell, Mueller and D'Amore","1047.00","521.24","afd1998d-5511-4df9-ae1a-36654e53a21d","3.78","6.56"
"9d0b1e28-fcef-47df-8ef8-7d4f6fceceeb","Intelligent","Elegant Cotton Chips","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","629.00","Satterfield - Hintz","1655.58","724.73","7694437f-24e5-4af8-8576-164a9e8e0a87","4.66","5.46"
"63116ae4-864a-41cd-8157-910dea464936","Rustic","Rustic Steel Towels","The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality","648.00","Torphy - Wiza","1797.36","70.55","b1ed569d-c6f0-4067-9e09-0477ba8a97e7","4.03","2.77"
"4bec2e43-9688-40b0-aff6-f4c1dc7e38d8","Luxurious","Practical Wooden Gloves","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","11.00","Schuster, Kuhlman and Schuster","1051.24","30.76","b90b2b94-cfb8-4d5d-a7f0-8da690222a8f","4.68","4.38"
"c0888034-f2f6-4205-83a2-f0bd5f052c87","Awesome","Bespoke Fresh Bacon","The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients","46.00","Schmitt, Gleason and Hahn","1338.43","499.02","e1988b79-7c37-45f3-8c8f-dff7faa4c7f5","4.61","7.22"
"faedac59-0a88-4811-8449-7054fa3f1a79","Rustic","Sleek Wooden Gloves","Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support","478.00","Heller - Sipes","1426.06","130.25","eb89bd7c-7037-41a4-9eea-07066c685723","1.12","7.66"
"91e2c107-533c-41d3-b83e-70f25823e01d","Unbranded","Modern Steel Shoes","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","728.00","Fahey, Pacocha and Bahringer","2456.68","266.76","f7881e2d-9e8f-467d-8e85-b499c4de8a98","3.57","5.42"
"aceb753a-4cba-4328-84f4-475c7ff95ef8","Bespoke","Generic Metal Sausages","New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart","387.00","Bradtke, Okuneva and McDermott","2294.63","328.34","70373dfb-0018-415b-9fe2-fe86bdb1501c","3.83","8.43"
"a6478011-d64f-4bc5-a027-0d609d871167","Rustic","Gorgeous Plastic Keyboard","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","162.00","Gusikowski, Hackett and Medhurst","1488.31","217.61","fcdab4cd-7eef-407d-9e7c-abb272769f09","2.22","8.71"
"40e47309-97be-42d3-b18a-5816aa4fbcc7","Ergonomic","Ergonomic Plastic Bike","New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart","391.00","Ryan Inc","1315.23","760.11","a8856540-48c4-499e-bd87-85488fd17cf3","3.10","4.24"
"8327a1c7-6a7b-4c89-a6e6-607f5963c9ed","Modern","Intelligent Plastic Bacon","The Football Is Good For Training And Recreational Purposes","54.00","Schinner - Boyle","483.55","441.49","2bef4693-112c-4259-af54-b3b1709a9c62","4.18","6.32"
"3e603d74-2516-4337-b8eb-9cab8c004570","Awesome","Generic Granite Mouse","The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality","111.00","Gerlach, Mraz and Stokes","1934.64","715.03","c3332de5-5462-4d18-910b-fd9d65f2ceb6","4.33","6.19"
"69cea6ff-cecd-4c90-a39f-6e16c9529174","Ergonomic","Sleek Cotton Ball","Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles","736.00","Rice Group","1919.17","470.54","29049c98-1e98-4f14-91cc-f5f5fe2c7a84","4.20","6.74"
"04b0a4ac-88a3-4705-9eba-c8395e388be8","Fantastic","Unbranded Wooden Hat","The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J","533.00","Schuppe - Ziemann","945.27","679.31","bddcc28d-9d4d-4a5b-b17b-cb91b5734a27","3.16","3.21"
"b24dd980-46b0-476e-b6e6-635ce6bf339f","Elegant","Recycled Soft Fish","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","529.00","Johns - Langosh","780.62","475.72","5c9c7ce7-5445-4e79-87f2-bbc0667174d9","4.31","8.59"
"01ec303d-d9b8-45ac-9952-42b7a94d57f7","Modern","Generic Wooden Chips","New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart","506.00","Wolff, Olson and Kuhlman","1894.35","167.32","b33dd1f5-a548-4c49-a42c-fed9af8f3d63","4.88","6.87"
"a5e7183a-7cd9-4a7b-84b2-2315d516c1a3","Oriental","Luxurious Rubber Car","The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients","479.00","Marvin and Sons","2299.49","419.89","19d159eb-676a-457d-b5b8-9c1fd4a600b2","4.01","4.97"
"c14bc453-5c0e-43d5-968e-43d73ed735c3","Licensed","Oriental Fresh Cheese","Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support","615.00","Nicolas - Hansen","324.51","313.49","a254d3c3-17a2-454c-b946-7c2c3feb9ad0","1.46","3.81"
"f1ffd976-a2c3-4c2a-8af2-3d836bd3b9e8","Handcrafted","Ergonomic Fresh Gloves","The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality","409.00","Roberts LLC","2047.85","401.98","c628abca-8aca-44a5-93d7-c3cc0257e6d0","3.45","4.96"
"6bd0eb2e-c25d-4161-848b-6cd1d4c919cd","Recycled","Incredible Wooden Chips","The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J","764.00","Larson and Sons","622.36","44.28","deef65aa-b69e-4011-a1e3-a6c7b13e216a","4.78","2.66"
"93647d7e-ac48-4821-ae69-cec8564e1973","Incredible","Sleek Concrete Sausages","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","280.00","Rippin, Marvin and Wisozk","1341.16","471.80","4f943dc4-5086-4a28-9b1f-89c345294ea6","3.36","8.30"
"386ac093-5a43-439f-8ae1-d3e4c18aa34c","Gorgeous","Tasty Steel Tuna","The Football Is Good For Training And Recreational Purposes","744.00","Blanda - Erdman","2324.50","461.18","c9b73c64-7b3f-4f06-b633-133f522cfc7d","2.45","6.72"
"e613d8d3-b9fd-4ec2-9873-fc332c499977","Practical","Fantastic Fresh Towels","The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients","54.00","Kuhlman Group","2416.03","579.23","b8a3e144-2c14-4af3-a86e-3f7c26f1c56b","2.42","2.33"
"ae889e96-635a-432a-9b9d-0846ff434ddd","Intelligent","Awesome Metal Chips","The Football Is Good For Training And Recreational Purposes","504.00","McCullough and Sons","2046.67","768.44","76d96030-0567-46db-adea-c7213f0d7c10","2.06","8.82"
"b8430c36-5521-4289-ae76-4a94679775c8","Tasty","Handmade Concrete Tuna","Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","837.00","McDermott - Durgan","1202.52","88.02","7725b12a-bc45-4252-b358-0007edf089ec","2.33","6.81"
"ed2597d3-0e23-45ea-aee9-b98554f75bbc","Oriental","Modern Bronze Chips","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","960.00","Effertz, Muller and Blanda","1963.34","802.33","90b0b727-af90-44bd-93df-13d4a5f0849e","4.23","4.15"
"e7e5bb51-44ff-4750-881c-5539a117793f","Recycled","Unbranded Concrete Ball","Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles","593.00","Cremin Group","1900.89","99.95","fce4e166-68f1-49ea-98ff-066ff81afad4","3.74","7.25"
"db5ed845-e645-4b8e-8076-6d2af52a6661","Generic","Recycled Bronze Table","The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive","705.00","Beahan - Baumbach","1605.75","51.03","b6f8db08-bf3c-498b-a592-29e5f0f37380","4.98","8.59"
"74850432-707c-4536-8dcc-7c2652835b5b","Fantastic","Bespoke Concrete Ball","The Football Is Good For Training And Recreational Purposes","67.00","Mante - Bode","281.58","605.22","1100c1c4-e297-4605-986b-ed9041816dc9","3.59","6.81"
"ce836423-abdb-4acb-a119-3128c688f67b","Bespoke","Handmade Fresh Shirt","Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","772.00","Lueilwitz - Leuschke","1458.93","267.10","5aa16ad7-dbfa-4b70-9723-558017fb267e","3.12","1.14"
"f2fae842-d729-4afc-860f-ab7058531ac3","Sleek","Tasty Wooden Hat","Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles","388.00","Stark LLC","2427.81","218.32","e741bc72-bad6-4787-ac1e-84547aaea102","1.45","7.54"
"e443c69d-6eb1-47f9-afd1-0b0c8ba059c3","Recycled","Handcrafted Concrete Ball","Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","621.00","Gutkowski, Franecki and Smitham","1723.37","475.80","ca9f7d14-439f-4d12-891e-17e2c32ea8c3","4.03","2.91"
"076c15d7-56da-41a0-8790-184eeca2c409","Luxurious","Practical Granite Shoes","The Football Is Good For Training And Recreational Purposes","661.00","Keeling, Sanford and Rutherford","1613.39","893.33","08a48574-fe30-42da-96e7-e3aafd32a00e","3.42","6.95"
"e3748d82-2ca7-4f59-85a0-ea25e2923a6f","Handmade","Sleek Steel Fish","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","263.00","Bartoletti - Langworth","1152.60","288.20","05d29a83-3b33-41d3-a300-5777aa5e6cd5","1.51","7.68"
"c990bc75-bedc-40f7-94fe-f7775cf6bfc2","Handcrafted","Oriental Fresh Bacon","The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive","129.00","Purdy Inc","2062.60","946.69","f6320c9a-7627-4282-a5e0-df32b21856eb","3.99","3.89"
"f2ce7d21-d01c-499c-98fc-ce8303ac83e5","Licensed","Modern Plastic Shoes","The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients","954.00","Fahey and Sons","261.74","823.62","b1c10068-b63f-4593-8815-fe85270ba761","1.96","9.22"
"5b003f36-eee5-43aa-9552-14bdf0d1a32a","Awesome","Practical Concrete Towels","The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive","80.00","Wyman, Waelchi and Gulgowski","219.53","409.97","a264907e-23a6-425a-b755-a0a11e909fa3","4.84","2.73"
"bf22d5d1-3830-4459-8578-f53336fe9373","Tasty","Practical Plastic Sausages","The Football Is Good For Training And Recreational Purposes","257.00","Fisher - Oberbrunner","1442.90","906.49","c9767805-859e-49fb-bdd5-8ab38156056b","1.59","1.21"
"0b90caf9-3a41-46f4-8c2d-d9234bd68e92","Oriental","Intelligent Cotton Pizza","The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality","495.00","Sauer - Ortiz","1516.07","953.83","0f911a62-8ea9-4223-8a1d-b10d696db986","4.27","1.24"
"f2f12754-981b-4d54-aad1-c4090ab3cc95","Intelligent","Intelligent Frozen Computer","Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals","609.00","Prosacco, Jones and Johnson","1639.95","855.82","af3ba2d4-9ae1-4d0a-bfe3-387f14c06238","1.01","7.78"
"a8511735-a96d-4c0f-b2ba-0cd798dbe6db","Practical","Handcrafted Steel Gloves","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","404.00","Pfannerstill Inc","814.66","673.27","3bd27496-a0d7-415f-9031-a78290636624","4.68","9.86"
"3c6a4e9b-6fbb-4818-884d-92d2b80a64d3","Bespoke","Awesome Bronze Towels","The Football Is Good For Training And Recreational Purposes","822.00","Swift - Schmeler","1530.03","558.88","f25b6414-9467-4521-8e1e-fbab6e8e394b","1.46","4.87"
"2453529a-bb92-4fd3-9f37-78a2d840a657","Handmade","Oriental Plastic Computer","The Football Is Good For Training And Recreational Purposes","687.00","King - Hickle","1882.75","97.39","1a307991-2890-4569-be64-634ec2e84cff","2.95","9.55"
"9af520f2-ae6e-44d1-89c2-79e6cdf38d96","Luxurious","Incredible Steel Computer","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","899.00","Wolf, Hickle and Goodwin","2075.68","845.53","7e9a5d58-fe6a-4a24-8d49-1b5d72f71ab1","3.38","3.63"
"735be0d8-fa08-4140-b664-a17c92bf7651","Small","Luxurious Soft Tuna","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","985.00","Sporer - Witting","1805.50","691.68","bc49960c-6d27-4ec7-8ef1-00a3ea31ac4a","4.57","5.71"
"3e55b947-3640-45c3-b328-b06f050a971b","Handcrafted","Tasty Frozen Cheese","The Football Is Good For Training And Recreational Purposes","608.00","Wuckert and Sons","1076.21","375.02","9e60ddad-2367-4d1c-b3de-1dfa79dfb9ac","2.87","8.57"
"b1fc8f54-5eb0-450a-aa69-c4eab9955322","Electronic","Awesome Concrete Chicken","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","515.00","Legros - Langosh","741.90","3.92","99251bbe-2db4-4b54-8754-5e3a04474e6a","1.66","8.16"
"7035613d-07fb-406b-987d-55661e71c428","Bespoke","Unbranded Metal Keyboard","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","141.00","Walsh Group","829.32","794.37","546e29dd-811d-4eb2-b11f-65a4a65d872d","1.88","3.79"
"f5cca253-7874-410e-8779-3f4aac396e02","Practical","Unbranded Granite Gloves","Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support","999.00","Ledner and Sons","1134.24","636.28","96df4ada-7f94-4851-8ac6-098fde47c057","1.66","4.65"
"c4e4a808-c1e7-422f-84ac-2c95281a6a8e","Luxurious","Electronic Cotton Chair","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","950.00","Lebsack Group","460.50","885.21","35534878-0639-47e1-b555-1f1a8393fb2b","4.49","7.21"
"1297320b-9e91-4781-8fda-51d63662c774","Ergonomic","Unbranded Soft Pants","Carbonite web goalkeeper gloves are ergonomically designed to give easy fit","877.00","Erdman Group","430.58","238.46","c8a84388-cd13-4108-9dfd-69b4118400af","2.56","1.09"
"6b9ca9ab-7129-438c-8abf-2155002facfe","Bespoke","Electronic Granite Fish","The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality","838.00","Bins, Wolf and Gerlach","634.79","366.26","edae4fd8-2d1a-41cd-8336-05394ef98b09","3.74","8.46"
"be37e74d-7751-48ef-88f2-f18c908f7544","Intelligent","Recycled Fresh Pizza","Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support","811.00","Crist - Strosin","1867.25","244.78","90e58554-5456-4c79-a1a2-da2ddc40455b","4.19","9.97"
"8ad57e12-481c-4070-8596-719f631f4e9c","Awesome","Handcrafted Metal Gloves","Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles","460.00","Weber - Sanford","2128.27","48.60","efcf3934-980d-456e-92b3-26d768142920","3.73","9.42"
"23b4f883-7429-43e3-82c1-01db65124a8b","Licensed","Awesome Concrete Cheese","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","571.00","Beer Group","1962.71","291.45","acac75c8-26ea-46f9-97c3-ca6fa35094d9","1.44","7.41"
"d4031851-a14f-474a-8205-0d970999fabc","Intelligent","Intelligent Bronze Shoes","The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive","225.00","Nader - Schmidt","962.45","727.41","e01aee30-f265-44ec-a836-c9c42b4166bf","2.98","3.25"
"8acbf94a-2396-4d51-a673-21c67fc2cddf","Licensed","Refined Cotton Chips","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","472.00","Pacocha, Shields and Kovacek","755.33","860.54","cf55431c-89b6-4e20-b153-ac79c534f183","3.37","9.63"
"aacf8b3c-0444-4d8a-9c67-f475f8496219","Intelligent","Luxurious Soft Computer","The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design","391.00","Wuckert - Osinski","1608.32","406.54","1013642d-c069-44b7-8840-c30fd2a4cf82","3.87","5.45"
"412803df-bd6f-4ac0-81c3-598dbff75286","Recycled","Licensed Wooden Tuna","New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016","158.00","Jaskolski - Ernser","2483.84","415.14","d6fbab27-b2af-4570-bcd2-be7ae07c7f07","3.54","8.06"
